REPORTER	NOM	PRENOM	ALIAS	DATE_PUBL	DATE_REP	JOURNAL	LIEU	PAYS	LATITUDE	LONGITUDE	TITRE	QUALIFICATION	GENRE	URL	SAISIE_NOM	SAISIE_DATE	VERIFICATION	REMARQUES
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1925-11-11		L’intransigeant					400 heures au-dessus des continents. Les aventures d'une journaliste en avion			https://www.retronews.fr/journal/l-intransigeant/11-novembre-1925/44/922707/2	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1925-11-20		L’intransigeant					400 heures au-dessus des continents. Les aventures d'une journaliste en avion			https://www.retronews.fr/journal/l-intransigeant/20-novembre-1925/44/922561/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1925-11-22		L’intransigeant					400 heures au-dessus des continents. Les aventures d'une journaliste en avion			https://www.retronews.fr/journal/l-intransigeant/22-novembre-1925/44/922679/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1926-07-15		L’intransigeant	Paris	France	48.8666	2.3333	Demain : inauguration de la Mosquée			https://www.retronews.fr/journal/l-intransigeant/15-juillet-1926/44/907005/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1926-07-17		L’intransigeant	Paris	France	48.8666	2.3333	Pour la première fois, Paris a entendu la voix du Muezzin 			https://www.retronews.fr/journal/l-intransigeant/17-juillet-1926/44/906985/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1926-11-08		L’intransigeant	Marrakech	Maroc	31.6258257	-7.9891608	Ils portaient des caftans bleu tendre et bois de rose... Trois croquis de princes marocains 			https://www.retronews.fr/journal/l-intransigeant/08-novembre-1926/44/907003/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1927-01-28		L’intransigeant	Mont-Blanc	France 	45.8326753	6.8651661	A l'assaut du Mont-Blanc 			https://www.retronews.fr/journal/l-intransigeant/28-janvier-1927/44/907527/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1927-10-19		L’intransigeant	Tahiti	Polynésie française	-17.6874931	-149.4450781	Une photo nous vient du pacifique			https://www.retronews.fr/journal/l-intransigeant/19-octobre-1927/44/923117/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1927-10-29		L’intransigeant	Canal de Panama	Panama	9.202440751244335	-79.90767440965158	Défunte Océanie. La clef des eaux.			https://www.retronews.fr/journal/l-intransigeant/29-octobre-1927/44/923305/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1927-12-03		L’intransigeant	Tuamotu	France	-18.7963088	-141.5839778	Défunte Océanie. Plongeur tuamotu			https://www.retronews.fr/journal/l-intransigeant/03-decembre-1927/44/923313/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-01-17		L’intransigeant	Tahiti	Polynésie française	-17.6874931	-149.4450781	Défunte Océanie. Ma case			https://www.retronews.fr/journal/l-intransigeant/17-janvier-1928/44/923565/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-02-29		L’intransigeant	Paris	France	48.8666	2.3333	Tout Paris autour du monde			https://www.retronews.fr/journal/l-intransigeant/29-fevrier-1928/44/908169/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-03-03		L’intransigeant	île de Tuamotu 	Polynésie française	-18.7963088	-141.5839778	Au pays des perles. Vos perles, madame, savez-vous de quelles douces îles elles viennent ?			https://www.retronews.fr/journal/l-intransigeant/03-mars-1928/44/923341/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-03-08		L’intransigeant	île de Tuamotu 	Polynésie française	-18.7963088	-141.5839778	Au pays des perles. La vie des nacres			https://www.retronews.fr/journal/l-intransigeant/08-mars-1928/44/923449/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-03-28		Le Journal	Sydney	Australie	-33.8688	151.2092	La rouge politique de la 'blanche Australie'			https://www.retronews.fr/journal/le-journal/28-mars-1928/129/577851/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-03-30		Le Journal	Île de Mindanao	Philippines	8.4838243815478	123.29731278593749	Domination américaine			https://www.retronews.fr/journal/le-journal/30-mars-1928/129/247601/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-03-31		Le Journal					L'ulcère communiste gagnerait-il le Japon à la population toujours grandissante ?			https://www.retronews.fr/journal/le-journal/31-mars-1928/129/249033/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-04-09		Le Journal	Tahiti	polynésie française	-17.6874931	-149.4450781	Les pierres maudites, les statues vivantes et la légende de la jeune fille parfumée			https://www.retronews.fr/journal/le-petit-journal/09-avril-1928/100/425343/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-04-28		L’intransigeant	n.i.	Nouvelles-Hébrides (auj. Vanuatu)	-17.7414972	168.3150163	Séance de cinéma aux Nouvelles-Hébrides			https://www.retronews.fr/journal/l-intransigeant/28-avril-1928/44/923429/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1928-12-02		L’intransigeant	Bakou	Azerbaïdjan	40.3754434	49.8326748	Un étrange cargo			https://www.retronews.fr/journal/l-intransigeant/02-decembre-1928/44/908075/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1929-09-19		L’intransigeant	Tuamotu	France	-18.7963088	-141.5839778	La légende des atolls			https://www.retronews.fr/journal/l-intransigeant/10-septembre-1929/44/908325/2	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1930-09-10		L’intransigeant	n.i.	Cuba	23.0131338	-80.8328748	L'arbre-qui-sait			https://www.retronews.fr/journal/l-intransigeant/10-septembre-1930/44/924131/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1930-11-06		L’intransigeant	Yucatan	Mexique	20.6845957	-88.8755669	Bêtes de brousse			https://www.retronews.fr/journal/l-intransigeant/06-novembre-1930/44/908875/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1930-11-23		L’intransigeant	Yucatan	Mexique	20.6845957	-88.8755669	La Nuit du Sang			https://www.retronews.fr/journal/l-intransigeant/23-novembre-1930/44/924085/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1932-05-03		L’intransigeant					Le sens de la propriété à travers le monde			https://www.retronews.fr/journal/l-intransigeant/03-mai-1932/44/910025/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1932-05-22		L’intransigeant	Ispahan	Iran	32.6707877	51.6650002	Le sens de la propriété à travers le monde. L'Anderoun d'Ispahan			https://www.retronews.fr/journal/l-intransigeant/22-mai-1932/44/924525/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-03-02		L’intransigeant					Verrons-nous la guerre dans le Pacifique ? Dans les terres et les mers lointaines où se joue peut-être la destinée de l'Europe			https://www.retronews.fr/journal/l-intransigeant/02-mars-1934/44/925317/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-03-08		L’intransigeant					Verrons-nous la guerre dans le Pacifique ? Dans les terres et les mers lointaines où se joue peut-être la destinée de l'Europe			https://www.retronews.fr/journal/l-intransigeant/08-mars-1934/44/925213/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-03-11		L’intransigeant					Verrons-nous la guerre dans le Pacifique ? Dans les terres et les mers lointaines où se joue peut-être la destinée de l'Europe			https://www.retronews.fr/journal/l-intransigeant/11-mars-1934/44/942313/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-03-18		L’intransigeant	Sumatra	Indonésie	-0.1441078	101.6245609	Radio à Sumatra			https://www.retronews.fr/journal/l-intransigeant/18-mars-1934/44/925191/7	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-03-20		L’intransigeant					Radio aux Colonies			https://www.retronews.fr/journal/l-intransigeant/20-mars-1934/44/925469/9	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-11-30		Le Journal	Suva	Île de Vitilevu (Fidji)	-18.1415884	178.4421662	Révolte aux Salomon			https://www.retronews.fr/journal/le-journal/30-novembre-1934/129/228155/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-01		Le Journal	Palenque	Chiapas-Mexique	17.453161	-91.8121231	L'odeur du sang			https://www.retronews.fr/journal/le-journal/01-decembre-1934/129/109883/6	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-02		Le Journal	Ilôt Feea				A ceux qui rêvent de partir — Le 'Father'			https://www.retronews.fr/journal/le-journal/02-decembre-1934/129/232959/7	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-03		Le Journal	n.i.	Chine	35.000074	104.999927	A ceux qui rêvent de partir — Recommencer sa vie			https://www.retronews.fr/journal/le-journal/03-decembre-1934/129/111403/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-05		Le Journal	Le Havre	France	49.4943	0.1079	L'ultime expérience			https://www.retronews.fr/journal/le-journal/05-decembre-1934/129/111401/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-08		Le Journal	Panama 	Panama	8.559559	-81.1308434	Un prince			https://www.retronews.fr/journal/le-journal/08-decembre-1934/129/578449/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-09		Le Journal	n.i.	Îles Fidji	-18.1239696	179.0122737	A ceux qui rêvent de partir — Le bain de vase			https://www.retronews.fr/journal/le-journal/09-decembre-1934/129/247323/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1934-12-11		Le Journal	Penang	Malaisie	5.4065013	100.2559077	Le bourreau de Penang			https://www.retronews.fr/journal/le-journal/11-decembre-1934/129/246367/4	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-02-14		Le Journal					Promenades à l'étroit			https://www.retronews.fr/journal/le-journal/14-fevrier-1935/129/247313/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-03-14		Paris-Soir	Rhodes	île de Crète	35.12473785350992	25.271038795470304	M. Venizelos est arrivé ce matin à Rhodes			https://www.retronews.fr/journal/paris-soir/14-mars-1935/131/113137/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-03-21		Paris-Soir	Rome	Italie	41.9027	12.4963	Une visite à Mussolini			https://www.retronews.fr/journal/paris-soir/21-mars-1935/131/100105/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-04-16		Paris-Soir	Londres	Royaume-Uni	51.5073	-0.1277	Les fabuleux souverains de l'Inde et de l'Afrique accourent à Londres pour rendre hommage à George V, roi et empereur			https://www.retronews.fr/journal/paris-soir/16-avril-1935/131/101083/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-04-19		Paris-Soir	Londres	Royaume-Uni	51.5073	-0.1277	Fastueux ou simples, les présents les plus variés sont le tribut de l'Empire britannique à ses souverains			https://www.retronews.fr/journal/paris-soir/19-avril-1935/131/120281/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-05-04		Paris-Soir	Londres	Royaume-Uni	51.5073	-0.1277	8 000 morts et 250 000 blessés en Angleterre, par an, dans les accidents de la route			https://www.retronews.fr/journal/paris-soir/04-mai-1935/131/101079/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-05-13		Paris-Soir	New York	Etats-Unis	40.7127	-74.0059	Nous sommes devenus le pays le moins cher pour le tourisme' nous dit M. Roland-Marcel			https://www.retronews.fr/journal/paris-soir/13-mai-1935/131/106655/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-05-30		Paris-Soir	Paris	France	48.8666	2.3333	Un peuple mort se donne une chef... 			https://www.retronews.fr/journal/paris-soir/30-mai-1935/131/98139/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-06-04		Paris-Soir	Paris	France	48.8666	2.3333	Mariage cosaque, selon les rites et les traditions de l'ancienne Russie, aux portes de Paris			https://www.retronews.fr/journal/paris-soir/04-juin-1935/131/96219/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-06-12		L’intransigeant					En circuit fermé			https://www.retronews.fr/journal/l-intransigeant/12-juin-1935/44/925677/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-06-13		L’intransigeant					En circuit fermé - La journée de Français moyen			https://www.retronews.fr/journal/l-intransigeant/13-juin-1935/44/942567/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-06-30		Paris-Soir	Paris	France	48.8666	2.3333	Paris rend hommage à Courteline			https://www.retronews.fr/journal/paris-soir/30-juin-1935/131/113151/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-07-05		Paris-Soir	A bord de la Mauretania (Edimbourg)		55.9521476	-3.1889908	Sur le passage de la 'Mauretania' les sirènes de tous les navires ont chanté un chant de deuil			https://www.retronews.fr/journal/paris-soir/05-juillet-1935/131/113567/5	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-07-13		Paris-Soir	Les Vosges	France	48.163786	6.3820712	Un 'tacot', une tente démontable et de la bonne humeur, cela suffit, avec très peu d'argent, pour passer d'heureuses vacances			https://www.retronews.fr/journal/paris-soir/13-juillet-1935/131/104057/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-07-14		Paris-Soir					Le 'camping' se fait en auto mais aussi à bicyclette, en canoë, en avion et même à pied			https://www.retronews.fr/journal/paris-soir/14-juillet-1935/131/101453/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-07-16		Paris-Soir					Vous cherchez pour l'été une petite villa ? Essayez donc le wagon-camping maison confortable et vagabonde...			https://www.retronews.fr/journal/paris-soir/16-juillet-1935/131/104055/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-09-27		Paris-Soir	n.i.	n.i.			Les voyageurs pour Saïgon, Bagdad, le Soudan et le Cap, en voiture!'			https://www.retronews.fr/journal/paris-soir/27-septembre-1935/131/113249/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-09-28		Paris-Soir	Wadi-Alfa	Soudan			Un avion se pose au pays des hommes-oiseaux			https://www.retronews.fr/journal/paris-soir/28-septembre-1935/131/107739/5	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-12-24		Paris-Soir	Oss	Pays-Bas	51.7649771	5.5113822	Du sang sur les tulipes. Oss, la ville où l'on tue			https://www.retronews.fr/journal/paris-soir/24-decembre-1935/131/107721/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-12-25		Paris-Soir	Oss	Pays-Bas	51.7649771	5.5113822	D'un petit café de la rue d'Aboukir au quartier plein de brumes du port d'Amsterdam			https://www.retronews.fr/journal/paris-soir/25-decembre-1935/131/105717/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1935-12-26		Paris-Soir	Oss	Pays-Bas	51.7649771	5.5113822	Sur les portes d'une prison ces morts: 'ici, la ville d'Oss'			https://www.retronews.fr/journal/paris-soir/26-decembre-1935/131/97219/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-01-26		Paris-Soir	Berlin	Allemagne	52.52	13.4	Hitler vous parle - Interview			https://www.retronews.fr/journal/paris-soir/26-janvier-1936/131/113113/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-02-28		Paris-Soir	Tokio (Tokyo)	Japon	35.6850	139.7514	Les insurgés ont fait leur soumission			https://www.retronews.fr/journal/paris-soir/28-fevrier-1936/131/103599/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-03-02		Paris-Soir	Tokio (Tokyo)	Japon	35.6850	139.7514	Le dramatique récit de la mort du beau-frère de l'amiral Okada et du suicide des officiers rebelles			https://www.retronews.fr/journal/paris-soir/02-mars-1936/131/105557/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-03-03		Paris-Soir	Tokio (Tokyo)	Japon	35.6850	139.7514	Un nouveau sacrifique volontaire : le premier lieutenant Aoshima et sa jeune femme se tuent avec le même sabre			https://www.retronews.fr/journal/paris-soir/03-mars-1936/131/101013/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-03-04		Paris-Soir	Tokio (Tokyo)	Japon	35.6850	139.7514	Tokio célèvre dans le calme le fête des poupées et accleme le prince Saïonji conseiller du Mikado			https://www.retronews.fr/journal/paris-soir/04-mars-1936/131/100037/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-05-08		Paris-Soir	A bord du 'Hindenburg' (Océan Atlantique)		46.9612995238426	-20.425307849999967	A 145 kilomètres à l'heure le 'Hindenburg' file au-dessus de l'Atlantique avec le calme d'un bateau sur un lac			https://www.retronews.fr/journal/paris-soir/08-mai-1936/131/107501/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-05-10		Paris-Soir	A bord du 'Hindenburg' (Lakehurst)		40.014561	-74.3112574	En 62 heures le 'Hindenburg' a relié l'Europe aux Etats-Unis			https://www.retronews.fr/journal/paris-soir/10-mai-1936/131/107499/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-05-28		Paris-Soir	New York	Etats-Unis	40.7127	-74.0059	La 'Queen Mary' quitte Southampton ce soir pour New-York			https://www.retronews.fr/journal/paris-soir/28-mai-1936/131/98013/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-05-29		Paris-Soir	New York	Etats-Unis	40.7127	-74.0059	Ayant fait escale cette nuit à Cherbourg la 'Queen Mary' vogue vers New-York			https://www.retronews.fr/journal/paris-soir/29-mai-1936/131/103471/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-06-02		Paris-Soir	New York	Etats-Unis	40.7127	-74.0059	Queen Mary' est arrivée à New-York			https://www.retronews.fr/journal/paris-soir/02-juin-1936/131/96107/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-06-03		Paris-Soir	New York	Etats-Unis	40.7127	-74.0059	Les 200 000 CV de 'Queen Mary' n'ont pas vaincu les 160 000 CV de 'Normandie'			https://www.retronews.fr/journal/paris-soir/03-juin-1936/131/99947/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-06-14		Paris-Soir	Canton	Chine	23.1301964	113.2592945	Orages sur l'extrême-orient. Pour comprendre la Chine il faut d'abord savoir qu'il y a quatre Chines et qu'elles se font la guerre			https://www.retronews.fr/journal/paris-soir/14-juin-1936/131/103463/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-11-25		Paris-Soir	Paris	France	48.8666	2.3333	Une Française veut gagner sa vie			https://www.retronews.fr/journal/paris-soir/25-novembre-1936/131/101755/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-12-18		Paris-Soir	Paris	France	48.8666	2.3333	Monsieur, voulez-vous vous louer pour une soirée ? 			https://www.retronews.fr/journal/paris-soir/18-decembre-1936/131/103437/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1936-12-29		Paris-Soir	Paris	France	48.8666	2.3333	Winckler, pilote magnifique et sans gloire est mort d'épuisement pour avoir voulu réaliser cet exploit : gagner un jour, un seul, sur sa ligne... 			https://www.retronews.fr/journal/paris-soir/29-decembre-1936/131/112981/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1937-01-06		Paris-Soir	La Haye	Hollande	52.0704	4.300	Un yacht ? Comme c'est beau ! Mais j'aimerais mieux le chauffage central pour mon château...' 			https://www.retronews.fr/journal/paris-soir/06-janvier-1937/131/103357/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1937-01-07		Paris-Soir	La Haye	Hollande	52.0704	4.300	La Hollande en liesse célébrera demain dans la joie populaire le mariage de sa princesse			https://www.retronews.fr/journal/paris-soir/07-janvier-1937/131/101713/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1937-01-08		Paris-Soir	La Haye	Hollande	52.0704	4.300	A travers La Haye en fête la multitude a acclamé la princesse Juliana et son mari dans leur carrosse doré			https://www.retronews.fr/journal/paris-soir/08-janvier-1937/131/100833/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1937-10-04		Paris-Soir	Paris	France	48.8666	2.3333	C'est le ministre qui paie la 'virée' 			https://www.retronews.fr/journal/paris-soir/04-octobre-1937/131/105341/5	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1937-12-16		Paris-Soir	Paris	France	48.8666	2.3333	Suzanne Kohn, la seule femme possédant le brevet supérieur de navigation aérienne n'a pas d'avion !			https://www.retronews.fr/journal/paris-soir/16-decembre-1937/131/96991/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1938-04-03		Paris-Soir	Cerbère	France	42.4412951	3.1646952	Voici ce que j'ai d'abord vu de la Catalogne en guerre			https://www.retronews.fr/journal/paris-soir/16-decembre-1937/131/96991/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1938-04-05		Paris-Soir	Barcelone	Espagne	41.38506390000001	2.1734	J'ai vu ce mation Barcelone, blessée et menacée, vivre, espérer et sourrie			https://www.retronews.fr/journal/paris-soir/05-avril-1938/131/103149/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1938-10-05		Paris-Soir	Paris	France	48.8666	2.3333	Quand le cardinal Verdier était un enfant rieur			https://www.retronews.fr/journal/paris-soir/05-octobre-1938/131/103187/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1941-12-01		Paris-Soir	Paris	France	48.8666	2.3333	Le Billet du soir			https://www.retronews.fr/journal/paris-soir/01-decembre-1941/131/97859/1	Mathilde Carnet	2018-01-11	GB	
Elisabeth Sauvy	Sauvy	Élisabeth	Titayna	1941-12-18		Paris-Soir	Bornéo 	Colonie hollandaise	1.4296586	114.7405992	Ici, chaque coup résonnant dans la jungle signifie 'pétrole'			https://www.retronews.fr/journal/paris-soir/18-decembre-1941/131/106359/1	Mathilde Carnet	2018-01-11	GB	
