REPORTER	DATE	JOURNAL	LIEU	PAYS	LATITUDE	LONGITUDE	TITRE	URL
Louis Roubaud	1927-08-22	Le Petit Parisien	Shanghai	Chine	31.2303905	121.47370209999997	La Chine s'éveille-t-elle	https://www.retronews.fr/journal/le-petit-parisien/22-aout-1927/2/51264/1
Louis Roubaud	1933-12-12	Le Petit Parisien	Soliman	Tunisie	36.696621	10.493056	Que réclame la Tunisie ?	https://www.retronews.fr/journal/le-petit-parisien/12-decembre-1933/2/57134/1
Louis Roubaud	1935-06-27	Le Petit Parisien	Téplice	Tchécoslovaquie	50.644458	13.835284	Tchèques et Allemands	https://www.retronews.fr/journal/le-petit-parisien/27-juin-1935/2/61418/1
Louis Roubaud	1933-11-08	Le Petit Parisien	Touggourt	Algérie	33.099608	6.07851	Touggourt ses dunes et ses palmeraies	https://www.retronews.fr/journal/le-petit-parisien/8-novembre-1933/2/57202/1
Louis Roubaud	1933-12-29	Le Petit Parisien	Tunis	Tunisie	36.806496	10.181532	Les griefs du Destour	https://www.retronews.fr/journal/le-petit-parisien/29-decembre-1933/2/57100/1
Louis Roubaud	1934-01-02	Le Petit Parisien	Tunis	Tunisie	36.806497	10.181533	Tunisiens « enchaînés » et Tunisiens « libres »	https://www.retronews.fr/journal/le-petit-parisien/2-janvier-1934/2/57092/1
Louis Roubaud	1930-11-04	Le Petit Parisien	Varsovie	Pologne	52.2296757	21.000000928108326	L'angoisse d'un peuple après sa résurrection	https://www.retronews.fr/journal/le-petit-parisien/4-novembre-1930/2/58436/1
Louis Roubaud	1930-11-09	Le Petit Parisien	Varsovie	Pologne	52.2296757	21.000000928108326	Ce que dit M. Daszynski maréchal de la Diète	https://www.retronews.fr/journal/le-petit-parisien/9-novembre-1930/2/1992767/1
Louis Roubaud	1930-11-17	Le Petit Parisien	Varsovie	Pologne	52.2296758	21.000000928108327	« Plutôt la mort que la vie sans air »	https://www.retronews.fr/journal/le-petit-parisien/17-novembre-1930/2/58418/1
Louis Roubaud	1930-11-19	Le Petit Parisien	Varsovie	Pologne	52.2296759	21.000000928108328	Un entretien avec M. Zaleski	https://www.retronews.fr/journal/le-petit-parisien/19-novembre-1930/2/58414/1
Louis Roubaud	1930-05-10	Le Petit Parisien	Yen-Bay	Indochine (auj. Vietnam)	21.7167689	104.89858779999997	Quatre mutins de Yen-Bay ont expié	https://www.retronews.fr/journal/le-petit-parisien/10-mai-1930/2/58708/1
