REPORTER	DATE	JOURNAL	VILLE	PAYS	LATITUDE	LONGITUDE	TITRE	SUJET	URL	A_LA_UNE
Claude Blanchard	1930-08-11	Le Petit Parisien	Los Angelès & San Francisco	Etats-Unis	34.051181	-118.230157	À travers l'Ouest américain	Reportages Etats-Unis	https://www.retronews.fr/journal/le-petit-parisien/11-aout-1930/2/58570/1	O
Claude Blanchard	1930-11-05	Le Petit Parisien	Addis-Abeba	Ethiopie	8.984158	38.760294	Comment Haïle Sélassié fut sacré 'roi des rois'	Couronnement Addis-Abeba	https://www.retronews.fr/journal/le-petit-parisien/5-novembre-1930/2/58434/1	O
Claude Blanchard	1931-10-03	Le Petit Parisien	Paris	France	48.86669293	2.333335326	Paris!...Mon Paris!…	Société, misère parisienne	https://www.retronews.fr/journal/le-petit-parisien/3-octobre-1931/2/1992885/1	O
Claude Blanchard	1932-06-10	Le Petit Parisien	Saint-Nazaire	France	47.273169	-2.214417	Les géants de la mer, qu'est-ce donc qu'un paquebot ?	Marine	https://www.retronews.fr/journal/le-petit-parisien/10-juin-1932/2/1993119/1	O
Claude Blanchard	1932-12-16	Le Petit Parisien		Italie	42.914393	12.534199	Italie 1932 comment les italiens sont-ils gouvernés ?	politique italienne	https://www.retronews.fr/journal/le-petit-parisien/16-decembre-1932/2/1993199/1	O
Claude Blanchard	1933-07-14	Le Petit Parisien		Belgique	50.485669	4.764505	Regards sur la Belgique , histoire d'une vieille querelle	politique belge	https://www.retronews.fr/journal/le-petit-parisien/14-juillet-1933/2/57432/1	O
Claude Blanchard	1934-01-08	Le Petit Parisien	La Haye	Hollande	52.071195	4.301970	Les deux Hollande l'artificelle et la vraie	Hollande, conflits	https://www.retronews.fr/journal/le-petit-parisien/8-janvier-1934/2/57080/1	O
Claude Blanchard	1934-01-21	Le Petit Parisien	Amsterdam	Hollande	52.369995	4.903480	Chez les Juifs d'Amsterdam	société, nazisme	https://www.retronews.fr/journal/le-petit-parisien/21-janvier-1934/2/57054/1	O
Claude Blanchard	1934-03-12	Le Petit Parisien		Suède	64.569433	16.782390	Les partis politiques suédois et l'Allemagne	politique suédoise	https://www.retronews.fr/journal/le-petit-parisien/12-mars-1934/2/56956/1	O
Claude Blanchard	1934-07-12	Le Petit Parisien	Hodeidah	Yémen	42.972209	14.792331	L'iman Yéhia et sa résidence	politique yéménite	https://www.retronews.fr/journal/le-petit-parisien/12-juillet-1934/2	O
Claude Blanchard	1934-08-13	Le Petit Parisien		Israël	31.003877	34.908165	Parmi les Juifs revenus en Terre Promise : comment on veut rassembler un peuple par le sionisme	politique juive, nazisme	https://www.retronews.fr/journal/le-petit-parisien/13-aout-1934/2/56648/1	O
Claude Blanchard	1937-01-30	Paris-Soir	Tanger	Maroc	35.761285	-5.836532	Tanger, Gibraltar. Entre ces deux branches d'une pince, la Méditérannée dort mal	guerre espagnole	https://www.retronews.fr/journal/paris-soir/30-janvier-1937/131/96031/1	O
Claude Blanchard	1938-04-08	Paris-Soir	Perpignan	France	42.690687	2.894536	Si les troupes de France voulaient entrer à Llivia	guerre espagnole	https://www.retronews.fr/journal/paris-soir/8-avril-1938/131/95865/3	N
Claude Blanchard	1939-03-05	Paris-Soir	New-York	Etats-Unis	40.713497	-73.990610	Les nouveaux mystères de New-York	reportage Etats-Unis	https://www.retronews.fr/journal/paris-soir/5-mars-1939/131/104151/1	O
Claude Farrère	1923-06-16	Le Gaulois	Paris	France	48.86669293	2.333335326	La chatte baptisée	Religion, Pierre Loti, presse	https://www.retronews.fr/journal/le-gaulois/16-juin-1923/37/1202763/1	O
Claude Farrère	1923-09-18	Le Gaulois	Paris	France	48.86669293	2.333335326	Une mystification littéraire	Pierre Loti, Turquie, littérature	https://www.retronews.fr/journal/le-gaulois/16-juin-1923/37/1202763/1	O
Claude Farrère	1933-01-06	L'Intransigeant	Paris	France	48.86669293	2.333335326	Torches sur la mer	Marine, navire	https://www.retronews.fr/journal/l-intransigeant/6-janvier-1933/44/910007/1	O
Claude Farrère	1933-03-01	L'Intransigeant	Paris	France	48.86669293	2.333335326	Torches sur la mer : Un document sur la catastrophe du 'Georges-Philippar'	Marine, navire, enquête criminelle	https://www.retronews.fr/journal/l-intransigeant/1-mars-1933/44/909939/1	O
Claude Farrère	1933-08-17	Le Journal	A bord du transatlantique Colombie	Îles Féroé	61.892635	-6.911806	Un voyage aux Féroé	Voyage, croisière, îles Féroé	https://www.retronews.fr/journal/le-journal/17-aout-1933/129/247279/1	O
Claude Farrère	1933-12-15	Le Journal	Paris	France	48.86669293	2.333335326	Le métier d'historien	Camille Jullian	https://www.retronews.fr/journal/le-journal/15-decembre-1933/129/245941/1	O
Claude Farrère	1935-01-01	Le Journal	Paris	France	48.86669293	2.333335326	1935 !	La nouvelle année, la paix	https://www.retronews.fr/journal/le-journal/1-janvier-1935/129/109877/1	O
Claude Farrère	1935-03-29	Le Journal	Paris	France	48.86669293	2.333335326	La Hongrie captive... et libre	La Hongrie	https://www.retronews.fr/journal/le-journal/29-mars-1935/129/578523/1	O
Claude Farrère	1936-09-22	Le Journal	Paris	France	48.86669293	2.333335326	Depuis deux mois, la guerre civile ensanglante l'Espagne	L'Espagne, la guerre	https://www.retronews.fr/journal/le-journal/22-septembre-1936/129/112377/1	O
Claude Farrère	1937-07-22	Le Petit Journal	Paris	France	48.86669293	2.333335326	Japon, 1937	Diplomatie, stratégie militaire	https://www.retronews.fr/journal/le-petit-journal/22-juillet-1937/100/417721/1	O
Claude Farrère	1938-07-26	Le Petit Journal	Paris	France	48.86669293	2.333335326	Kipling et la France	Diplomatie, échange épistolaire	https://www.retronews.fr/journal/le-petit-journal/16-juillet-1938/100/408239/1	O
Claude Farrère	1938-08-24	Le Petit Journal	Paris	France	48.86669293	2.333335326	Le vieux rayonnement français qui s'entête	Diplomatie	https://www.retronews.fr/journal/le-petit-journal/24-aout-1938/100/418069/1	O
Claude Farrère	1939-01-15	Le Petit Journal	Paris	France	48.86669293	2.333335326	Souvenirs maritimes : L'école navale, il y a 44 ans	Marine, formation	https://www.retronews.fr/journal/le-petit-journal/15-janvier-1939/100/418203/1	O
Claude Farrère	1939-01-17	Le Petit Journal	Paris	France	48.86669293	2.333335326	Souvenirs maritimes : La marine de toujours	Diplomatie, marine	https://www.retronews.fr/journal/le-petit-journal/17-janvier-1939/100/408823/1	O
Ella Maillart	1933-10-19	L'Intransigeant	Moscou	Russie (URSS)	55.757425	37.619183	Croquis moscovites 1 : Rues	société, travail, voyage, logement	https://www.retronews.fr/journal/l-intransigeant/19-octobre-1933/44/924955/6	N
Ella Maillart	1933-10-20	L'Intransigeant	Moscou	Russie (URSS)	55.757425	37.619183	Croquis moscovites 2 : Rues (suite) et Ravitaillement	société, travail, voyage, logement, agriculture, rationnement	https://www.retronews.fr/journal/l-intransigeant/20-octobre-1933/44/910191/6	N
Ella Maillart	1933-10-21	L'Intransigeant	Moscou	Russie (URSS)	55.757425	37.619183	Croquis moscovites 3 : Ravitaillement (suite)	société, travail, voyage, agriculture, rationnement	https://www.retronews.fr/journal/l-intransigeant/21-octobre-1933/44/910055/6	N
Ella Maillart	1933-10-22	L'Intransigeant	Moscou	Russie (URSS)	55.757425	37.619183	Croquis moscovites 4 : Ravitaillement (suite) / Visites	société, travail, voyage, agriculture, rationnement	https://www.retronews.fr/journal/l-intransigeant/22-octobre-1933/44/924799/6	N
Ella Maillart	1933-10-24	L'Intransigeant	Moscou	Russie (URSS)	55.757425	37.619183	Croquis moscovites 5 : Visites (suite)	société, travail, voyage, agriculture, rationnement	https://www.retronews.fr/journal/l-intransigeant/24-octobre-1933/44/910325/6	N
Ella Maillart	1934-02-10	Je suis partout	Moscou	Russie (URSS)	55.757425	37.619183	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/10-fevrier-1934/719/2124949/12	O
Ella Maillart	1934-02-17	Je suis partout	Moscou	Russie (URSS)	55.757425	37.619183	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/17-fevrier-1934/719/2125095/12	N
Ella Maillart	1934-02-24	Je suis partout	Frounzé (auj. Bichkek)	Kirghizistan (URSS)	42.8767446	74.6069949	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/24-fevrier-1934/719/2124963/12	N
Ella Maillart	1934-03-03	Je suis partout	Karakol	Kirghizistan (URSS)	42.4916808	78.3901729	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/3-mars-1934/719/2125137/12	N
Ella Maillart	1934-03-10	Je suis partout	Boukhara	Uzbekistan (URSS)	39.7675529	64.4231326	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/10-mars-1934/719/2125079/12	N
Ella Maillart	1934-03-17	Je suis partout	Khiva	Uzbekistan (URSS)	41.3776893	60.3620006	Des monts célestes aux sables rouges	voyage, nomadisme	https://www.retronews.fr/journal/je-suis-partout/17-mars-1934/719/2124961/12	N
Ella Maillart	1934-04-01	Le Matin					Entre Europe et Asie	voyage, photographie	https://www.retronews.fr/journal/le-matin/1-avril-1934/66/162971/4	N
Ella Maillart	1935-12-12	Le Petit Parisien	Hsinking	Mandchoukouo	43.81707	125.32354	En Asie, où guettent les maîtres de demain	occupation, guerre, train, agriculture, économie, Japon, Chine, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/12-decembre-1935/2/61086/4	O
Ella Maillart	1935-12-13	Le Petit Parisien	Hsinking	Mandchoukouo	43.81707	125.32354	En Asie, où guettent les maîtres de demain : Ici trois millions d'habitants vivront	occupation, guerre, ville, politique, démographie, Japon, Chine, Mandchoukouo, Mandchourie,	https://www.retronews.fr/journal/le-petit-parisien/13-decembre-1935/2/61082/4	O
Ella Maillart	1935-12-14	Le Petit Parisien	Tomen	Mandchoukouo	42.96804	129.8437	En Asie, où guettent les maîtres de demain : Fétichisme du rail	occupation, guerre, train, gare, prostitution, Japon, Chine, Mandchoukouo, Mandchourie,	https://www.retronews.fr/journal/le-petit-parisien/14-decembre-1935/2/61084/11	O
Ella Maillart	1935-12-15	Le Petit Parisien	Ninguta	Mandchoukouo	44.341	129.483	En Asie, où guettent les maîtres de demain : Fétichisme du rail	occupation, guerre, train, gare, prostitution, Japon, Chine, Mandchoukouo, Mandchourie,	https://www.retronews.fr/journal/le-petit-parisien/15-decembre-1935/2/61080/4	O
Ella Maillart	1935-12-16	Le Petit Parisien	Rashin	Japon	42.2569	130.29771	En Asie, où guettent les maîtres de demain : Le Japon crée un grand port - Rashin	occupation, guerre, port, Japon, Chine, Mandchoukouo, Mandchourie,	https://www.retronews.fr/journal/le-petit-parisien/16-decembre-1935/2/61078/4	O
Ella Maillart	1935-12-17	Le Petit Parisien	Kharbine	Mandchoukouo	45.80377	126.53496	En Asie, où guettent les maîtres de demain : Kharbine et ses complots	occupation, guerre, presse, justice, migration, Japon, Chine, Russie, Mandchoukouo, Mandchourie,	https://www.retronews.fr/journal/le-petit-parisien/17-decembre-1935/2/61076/4	O
Ella Maillart	1935-12-20	Le Petit Parisien	Port-Arthur	Mandchoukouo	38.914	121.61468	En Asie, où guettent les maîtres de demain : Mandchoukouo, porte ouverte mais est-ce pour en sortir ?	occupation, guerre, économie, pétrole, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/20-decembre-1935/2/61072/4	O
Ella Maillart	1935-12-21	Le Petit Parisien	Kharbine	Mandchoukouo	45.80377	126.53496	En Asie, où guettent les maîtres de demain : Les nouveaux conquérants	occupation, guerre, prostitution, drogue, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/21-decembre-1935/2/61068/4	O
Ella Maillart	1935-12-22	Le Petit Parisien	Kharbine	Mandchoukouo	45.80377	126.53496	En Asie, où guettent les maîtres de demain	occupation, guerre, économie, racisme, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/22-decembre-1935/2/61066/5	O
Ella Maillart	1935-12-23	Le Petit Parisien	Hailar	Mandchoukouo	49.1485	119.6988	En Asie, où guettent les maîtres de demain : Bannières mongoles, troupes de choc	occupation, guerre, religion, Mongolie, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/23-decembre-1935/2/61064/5	O
Ella Maillart	1935-12-25	Le Petit Parisien	Chaoyan	Mandchoukouo	41.57365	120.44938	En Asie, où guettent les maîtres de demain : Jehol, la dernière conquête	occupation, guerre, politique, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/25-decembre-1935/2/61060/5	O
Ella Maillart	1935-12-26	Le Petit Parisien	Koupelkou	Mandchoukouo	40.692169	117.16382	En Asie, où guettent les maîtres de demain	occupation, guerre, politique, police, Japon, Chine, Russie, Mandchoukouo, Mandchourie	https://www.retronews.fr/journal/le-petit-parisien/26-decembre-1935/2/61058/5	O
Ella Maillart	1936-03-23	Le Petit Parisien	Pékin	Chine	39.90419	116.40739	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/23-mars-1936/2/60882/4	O
Ella Maillart	1936-03-25	Le Petit Parisien	Sian	Chine	34.34157	108.93976	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/25-mars-1936/2/60878/4	O
Ella Maillart	1936-03-26	Le Petit Parisien	Lanchow	Chine	36.06108	103.8343	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/26-mars-1936/2/60876/4	O
Ella Maillart	1936-03-27	Le Petit Parisien	Kumbum	Chine	36.4908	101.5682	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/27-mars-1936/2/60874/4	O
Ella Maillart	1936-03-28	Le Petit Parisien	Dzoun	Chine			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/28-mars-1936/2/60872/4	N
Ella Maillart	1936-03-29	Le Petit Parisien	Tedjinar	Chine			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/29-mars-1936/2/60870/4	O
Ella Maillart	1936-03-30	Le Petit Parisien	Lac Issyk-Pakté	Chine			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/30-mars-1936/2/60868/4	O
Ella Maillart	1936-03-31	Le Petit Parisien	Tchertchene	Chine			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/31-mars-1936/2/60866/2	O
Ella Maillart	1936-04-01	Le Petit Parisien	Désert du Takla-Makane	Chine			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/1-avril-1936/2/60864/4	N
Ella Maillart	1936-04-03	Le Petit Parisien	Kerya	Chine	37.0882497	81.8122035	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/3-avril-1936/2/60860/4	O
Ella Maillart	1936-04-04	Le Petit Parisien	Kashgar	Chine	39.4665981	75.9900135	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/4-avril-1936/2/60858/4	O
Ella Maillart	1936-04-05	Le Petit Parisien	Mintaka	Inde			Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/5-avril-1936/2/60856/5	O
Ella Maillart	1936-04-07	Le Petit Parisien	Srinagar	Inde	34.0747444	74.8204443	Huit mois de caravane de Pékin aux Indes	voyage	https://www.retronews.fr/journal/le-petit-parisien/7-avril-1936/2/60850/4	O
Ella Maillart	1937-03-07	Le Matin		Chine			De l'océan Pacifique à l'océan Indien	voyage, photographie	https://www.retronews.fr/journal/le-matin/7-mars-1937/66/176329/4	N
Ella Maillart	1937-03-25	Le Petit Journal	Baltit	Inde (auj. Pakistan)	36.3257281	74.6689153	Capitale himalayenne	voyage, géographie	https://www.retronews.fr/journal/le-petit-journal/25-mars-1937/100/417781/2	N
Francis Carco	1923-10-25	Paris-Soir	Paris	France	48.86669293	2.333335326	Panam	Panam	https://www.retronews.fr/journal/paris-soir/25-octobre-1923/131/105067/1	
Francis Carco	1929-03-18	Paris-Soir	Cadix	Espagne	36.5270612	-6.288596200000029	Nuit à Cadix	Nuit Ã Cadix	https://www.retronews.fr/journal/paris-soir/18-mars-1929/131/102571/1	
Francis Carco	1929-04-12	L'Intransigeant	Seville	Espagne	37.40501528	-5.980007366	Avec Carco à Seville	Avec Carco Ã Seville	https://www.retronews.fr/journal/l-intransigeant/12-avril-1929/44/908297/1	
Francis Carco	1929-06-09	Paris-Soir	Madrid	Espagne	40.40002626	-3.683351686	Bravo, toro	Bravo, toro	https://www.retronews.fr/journal/paris-soir/09-juin-1929/131/99011/1	
Gaston Leroux	1895-03-15	Le Matin	Londres	Royaume-Uni	51.5073513	-0.12775829999998228		Entretien avec le duc d'Orléans	https://www.retronews.fr/journal/memorial-de-la-loire-et-de-la-haute-loire/15-mars-1895/231/1753655/1	
Gaston Leroux	1897-10-11	Le Matin	Paris	France	48.86669293	2.333335326		Entretien avec Hyacinthe Loyson et compte-rendu sur sa situation	https://www.retronews.fr/journal/le-matin/11-octobre-1897/66/176731/1	
Gaston Leroux	1897-12-23	Le Matin	Paris	France	48.86669293	2.333335326		Suivi d'un fait divers porté en justice	https://www.retronews.fr/journal/le-matin/23-decembre-1897/66/174737/1	
Gaston Leroux	1897-12-25	Le Matin	Paris	France	48.86669293	2.333335326			https://www.retronews.fr/journal/le-matin/25-decembre-1897/66/183307/1	
Gaston Leroux	1898-01-12	Le Matin	Paris	France	48.86669293	2.333335326		Suivi affaire Dreyfus	https://www.retronews.fr/journal/le-matin/12-janvier-1898/66/168355/1	
Gaston Leroux	1898-03-03	Le Matin	Paris	France	48.86669293	2.333335326		Suivi conseil de l'Ordre	https://www.retronews.fr/journal/le-matin/03-mars-1898/66/168339/1	
Gaston Leroux	1898-03-10	Le Matin	Paris	France	48.86669293	2.333335326		Suivi affaire Zola	https://www.retronews.fr/journal/le-matin/10-mars-1898/66/178691/1	
Gaston Leroux	1898-03-17	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur le Boulevard St-Michel	https://www.retronews.fr/journal/le-matin/17-mars-1898/66/166343/1	
Gaston Leroux	1898-03-31	Le Matin	Paris	France	48.86669293	2.333335326		Suivi d'un fait divers	https://www.retronews.fr/journal/le-matin/31-mars-1898/66/165299/1	
Gaston Leroux	1898-04-14	Le Matin	Peterhof	Russie	59.88450030000001	29.88517569999999		Suivi du voyage du président Faure en Russie	https://www.retronews.fr/journal/le-matin/14-avril-1898/66/178683/1	
Gaston Leroux	1898-04-22	Le Matin	Paris	France	48.86669293	2.333335326		Récit des troubles Espagne/USA	https://www.retronews.fr/journal/le-matin/22-avril-1898/66/163251/1	
Gaston Leroux	1898-06-14	Le Matin	Paris	France	48.86669293	2.333335326		Récit d'un fait divers	https://www.retronews.fr/journal/le-matin/14-juin-1898/66/186025/1	
Gaston Leroux	1898-07-06	Le Matin	Paris	France	48.86669293	2.333335326		Suivi du chantier de l'Exposition Universelle de 1900	https://www.retronews.fr/journal/le-matin/06-juillet-1898/66/163241/1	
Gaston Leroux	1898-07-28	Le Matin	Paris	France	48.86669293	2.333335326		Récit du sauvetage des naufragés de la Bourgogne	https://www.retronews.fr/journal/le-matin/28-juillet-1898/66/167323/1	
Gaston Leroux	1898-08-05	Le Matin	Brest	France	48.39044293	-4.49500757	La défense de Brest	Envoyé spécial sur le chantier naval de Brest	https://www.retronews.fr/journal/le-matin/05-aout-1898/66/188027/1	
Gaston Leroux	1898-09-17	Le Matin	Krasnoïé-Sélo	Russie	59.73438470000001	30.08444499999996		Reportage sur la situation politique en Russie	https://www.retronews.fr/journal/le-matin/17-septembre-1898/66/172323/1	
Gaston Leroux	1898-10-01	Le Matin	Paris	France	48.86669293	2.333335326		Article sur les cochers électriques	https://www.retronews.fr/journal/le-matin/01-octobre-1898/66/179731/1	
Gaston Leroux	1898-10-12	Le Matin	Porto-Vecchio	France	41.591369	9.27831100000003		Envoyé spécial pendant le voyage du ministre de la Marine Edouard Lockroy	https://www.retronews.fr/journal/le-matin/12-octobre-1898/66/168325/1	
Gaston Leroux	1898-11-12	Le Matin	Paris	France	48.86669293	2.333335326		Article sur les anarchistes	https://www.retronews.fr/journal/le-matin/12-novembre-1898/66/177671/1	
Gaston Leroux	1898-11-26	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur le monde du théÃ¢tre	https://www.retronews.fr/journal/le-matin/26-novembre-1898/66/172315/1	
Gaston Leroux	1899-03-09	Le Matin	Paris	France	48.86669293	2.333335326		Suivi judiciaire d'un fait divers	https://www.retronews.fr/journal/le-matin/09-mars-1899/66/165269/1	
Gaston Leroux	1899-03-13	Le Matin	Paris	France	48.86669293	2.333335326		Article sur l'Exposition universelle de 1900	https://www.retronews.fr/journal/le-matin/13-mars-1899/66/164307/1	
Gaston Leroux	1899-03-22	Le Matin	Paris	France	48.86669293	2.333335326		Suivi Affaire Dreyfus	https://www.retronews.fr/journal/le-matin/22-mars-1899/66/172303/1	
Gaston Leroux	1899-03-26	Le Matin	Paris	France	48.86669293	2.333335326		Récit des débats autour du combat Reynolds/Charlemont	https://www.retronews.fr/journal/le-matin/26-mars-1899/66/187003/1	
Gaston Leroux	1899-04-05	Le Matin	Paris	France	48.86669293	2.333335326		Récit du quotidien du président Loubet	https://www.retronews.fr/journal/le-matin/05-avril-1899/66/166309/1	
Gaston Leroux	1899-04-12	Le Matin	Paris	France	48.86669293	2.333335326		Récit d'un fait divers Ã la rédaction du Matin	https://www.retronews.fr/journal/le-matin/12-avril-1899/66/175641/1	
Gaston Leroux	1899-04-19	Le Matin	Paris	France	48.86669293	2.333335326		Article sur le Grand Prix de Rome	https://www.retronews.fr/journal/le-matin/19-avril-1899/66/177651/1	
Gaston Leroux	1899-04-26	Le Matin	Paris	France	48.86669293	2.333335326		Suivi de l'affaire Bodevin	https://www.retronews.fr/journal/le-matin/26-avril-1899/66/168295/1	
Gaston Leroux	1899-05-03	Le Matin	Paris	France	48.86669293	2.333335326		Article sur les acteurs de théÃ¢tre	https://www.retronews.fr/journal/le-matin/03-mai-1899/66/179719/1	
Gaston Leroux	1899-05-08	Le Matin	Paris	France	48.86669293	2.333335326		Article sur les préparatifs d'une grande fête	https://www.retronews.fr/journal/le-matin/08-mai-1899/66/183281/1	
Gaston Leroux	1899-05-15	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur les élections au Conseil de l'Ordre des avocats	https://www.retronews.fr/journal/le-matin/15-mai-1899/66/175633/1	
Gaston Leroux	1899-05-22	Le Matin	Paris	France	48.86669293	2.333335326		Récit d'un fait divers	https://www.retronews.fr/journal/le-matin/22-mai-1899/66/184961/1	
Gaston Leroux	1899-05-31	Le Matin	Paris	France	48.86669293	2.333335326		Suivi affaire Dreyfus	https://www.retronews.fr/journal/le-matin/31-mai-1899/66/186995/1	
Gaston Leroux	1899-06-01	Le Matin	Paris	France	48.86669293	2.333335326		Acquittement Déroulède et Habert	https://www.retronews.fr/journal/le-matin/01-juin-1899/66/172969/1	
Gaston Leroux	1899-06-04	Le Matin	Paris	France	48.86669293	2.333335326		Révision de la Cour	https://www.retronews.fr/journal/le-matin/04-juin-1899/66/184959/1	
Gaston Leroux	1899-06-12	Le Matin	Paris	France	48.86669293	2.333335326		Reportage au Grand-Prix de Longchamp	https://www.retronews.fr/journal/le-matin/12-juin-1899/66/184955/1	
Gaston Leroux	1899-06-26	Le Matin	Rennes	France	48.10002138	-1.670012046		Le retour de Dreyfus	https://www.retronews.fr/journal/le-matin/26-juin-1899/66/166299/1	
Gaston Leroux	1899-07-17	Le Matin	Champigny	France	48.3197199	3.1277019999999993		Reportage sur la course du Matin	https://www.retronews.fr/journal/le-matin/17-juillet-1899/66/172965/1	
Gaston Leroux	1899-07-24	Le Matin	Paris	France	48.86669293	2.333335326		Reportage au Conservatoire de Paris	https://www.retronews.fr/journal/le-matin/24-juillet-1899/66/176651/1	
Gaston Leroux	1899-07-31	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur les adolescents dans les rues de Paris	https://www.retronews.fr/journal/le-matin/31-juillet-1899/66/172963/1	
Gaston Leroux	1899-08-10	Le Matin	Rennes	France	48.10002138	-1.670012046		Les pièces secrètes de l'affaire	https://www.retronews.fr/journal/le-matin/10-aout-1899/66/164291/1	
Gaston Leroux	1899-08-12	Le Matin	Rennes	France	48.10002138	-1.670012046		Début du procès de Rennes (affaire Dreyfus)	https://www.retronews.fr/journal/le-matin/12-aout-1899/66/164289/1	
Gaston Leroux	1899-08-15	Le Matin	Rennes	France	48.10002138	-1.670012046		Attentat sur Me Labori	https://www.retronews.fr/journal/le-matin/15-aout-1899/66/186987/1	
Gaston Leroux	1899-08-16	Le Matin	Rennes	France	48.10002138	-1.670012046		Suivi attentat sur Me Labori	https://www.retronews.fr/journal/le-matin/16-aout-1899/66/168281/1	
Gaston Leroux	1899-08-17	Le Matin	Rennes	France	48.10002138	-1.670012046		Ajournement rejeté	https://www.retronews.fr/journal/le-matin/17-aout-1899/66/168283/1	
Gaston Leroux	1899-08-18	Le Matin	Rennes	France	48.10002138	-1.670012046		Dépositions Bertulus et Picquart	https://www.retronews.fr/journal/le-matin/18-aout-1899/66/173673/1	
Gaston Leroux	1899-08-19	Le Matin	Rennes	France	48.10002138	-1.670012046		Confrontations	https://www.retronews.fr/journal/le-matin/19-aout-1899/66/174675/1	
Gaston Leroux	1899-08-20	Le Matin	Rennes	France	48.10002138	-1.670012046		Dépositions des représentants de l'armée	https://www.retronews.fr/journal/le-matin/20-aout-1899/66/184943/1	
Gaston Leroux	1899-08-22	Le Matin	Rennes	France	48.10002138	-1.670012046		Bilan des dépositions	https://www.retronews.fr/journal/le-matin/22-aout-1899/66/183279/1	
Gaston Leroux	1899-08-23	Le Matin	Rennes	France	48.10002138	-1.670012046		Retour de Me Labori	https://www.retronews.fr/journal/le-matin/23-aout-1899/66/173671/1	
Gaston Leroux	1899-09-08	Le Matin	Villiers s/Morin	France	48.85984699999999	2.8792980000000625		Reportage sur les rives du Grand-Morin	https://www.retronews.fr/journal/le-matin/08-septembre-1899/66/184939/1	
Gaston Leroux	1899-09-18	Le Matin	Paris	France	48.86669293	2.333335326		Divagations sans sujet précis	https://www.retronews.fr/journal/le-matin/18-septembre-1899/66/176645/1	
Gaston Leroux	1899-09-20	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur les chantiers de l'Exposition Universelle	https://www.retronews.fr/journal/le-matin/20-septembre-1899/66/176643/1	
Gaston Leroux	1899-10-13	Le Matin	Saint-Denis	France	48.936181	2.3574429999999893		Reportage Ã la basilique de St-Denis	https://www.retronews.fr/journal/le-matin/13-octobre-1899/66/163191/1	
Gaston Leroux	1899-10-20	Le Matin	Paris	France	48.86669293	2.333335326		Envoyé au tribunal	https://www.retronews.fr/journal/le-matin/20-octobre-1899/66/165249/1	
Gaston Leroux	1899-11-03	Le Matin	Paris	France	48.86669293	2.333335326		Suite de la chronique du 20/10/1899	https://www.retronews.fr/journal/le-matin/03-novembre-1899/66/164275/1	
Gaston Leroux	1899-11-10	Le Matin	Paris	France	48.86669293	2.333335326		Procès de Déroulède	https://www.retronews.fr/journal/le-matin/10-novembre-1899/66/167273/1	
Gaston Leroux	1899-11-24	Le Matin	Paris	France	48.86669293	2.333335326		Reportage sur les avocats	https://www.retronews.fr/journal/le-matin/24-novembre-1899/66/167271/1	
